1kp_index_id,Species,Description,Order
VGHH,Hydrastis_canadensis,Eudicots,Ranunculales
WFBF,Podophyllum_peltatum,Eudicots,Ranunculales
XHKT,Sanguinaria_canadensis,Eudicots,Ranunculales
XMVD,Chelidonium_majus,Eudicots,Ranunculales
YHFG,Nandina_domestica,Eudicots,Ranunculales
ZGQD,Corydalis_linstowiana,Eudicots,Ranunculales
ZUHO,Anemone_hupehensis,Eudicots,Ranunculales
IWMW,Buxus_sempervirens,Eudicots,Buxales
FAKD,Nelumbo_sp.,Eudicots,Proteales
GRRW,Grevillea_robusta,Eudicots,Proteales
RQUG,Hakea_prostrata,Eudicots,Proteales
SIIK,Hakea_drupacea,Eudicots,Proteales
Nelnu_v1.0,Nelumbo_nucifera,Eudicots,Proteales
VQFW,Platanus_occidentalis,Eudicots,Proteales
SWOH,Trochodendron_aralioides,Eudicots,Trochodendrales
AALA,Meliosma_cuneifolia,Eudicots,Proteales
EHNF,Dillenia_indica,Eudicots,Dilleniales
XMQO,Gunnera_manicata,Eudicots,Gunnerales
BSEY,Daenikera_sp.,Eudicots,Santalales
QKMG,Phoradendron_serotinum,Eudicots,Santalales
RSPO,Santalum_acuminatum,Eudicots,Santalales
VGVI,Dendropemon_caribaeus,Eudicots,Santalales
XGFU,Exocarpos_cupressiformis,Eudicots,Santalales
XKPS,Ximenia_americana,Eudicots,Santalales
HAEU,Berberidopsis_beckleri,Eudicots,Berberidopsidales
QUTB,Aextoxicon_punctatum,Eudicots,Berberidopsidales
Betvu_v1.1,Beta_vulgaris,Eudicots,Caryophyllales
AAXJ,Atriplex_prostrata,Eudicots,Caryophyllales
AZBL,Petiveria_alliacea,Eudicots,Caryophyllales
BERS,Zaleya_pentandra,Eudicots,Caryophyllales
BJKT,Delosperma_echinatum,Eudicots,Caryophyllales
BKQU,Phytolacca_americana,Eudicots,Caryophyllales
BWRK,Alternanthera_sessilis,Eudicots,Caryophyllales
BYNZ,Portulaca_umbraticola,Eudicots,Caryophyllales
CBJR,Atriplex_rosea,Eudicots,Caryophyllales
CPKP,Lophophora_williamsii,Eudicots,Caryophyllales
CPLT,Portulaca_grandiflora,Eudicots,Caryophyllales
CTYH,Basella_alba,Eudicots,Caryophyllales
CUTE,Blutaparon_vermiculare,Eudicots,Caryophyllales
CVDF,Simmondsia_chinensis,Eudicots,Caryophyllales
DVXD,Allionia_incarnata,Eudicots,Caryophyllales
EDIT,Sesuvium_verrucosum,Eudicots,Caryophyllales
EGOS,Allionia_incarnata,Eudicots,Caryophyllales
EYRD,Alternanthera_tenella,Eudicots,Caryophyllales
EZGR,Portulaca_oleracea,Eudicots,Caryophyllales
FVXD,Beta_maritima,Eudicots,Caryophyllales
FYSJ,Polygonum_convolvulus,Eudicots,Caryophyllales
FZQN,Silene_latifolia,Eudicots,Caryophyllales
GCYL,Portulaca_suffruticosa,Eudicots,Caryophyllales
GIWN,Sarcobatus_vermiculatus,Eudicots,Caryophyllales
GJNX,Cypselea_humifusa,Eudicots,Caryophyllales
HDSY,Aerva_persica,Eudicots,Caryophyllales
HZTS,Sesuvium_portulacastrum,Eudicots,Caryophyllales
IWIS,Portulaca_pilosa,Eudicots,Caryophyllales
JAFJ,Bougainvillea_spectabilis,Eudicots,Caryophyllales
JGAB,Mirabilis_jalapa,Eudicots,Caryophyllales
JLOV,Pereskia_aculeata,Eudicots,Caryophyllales
KDCH,Portulaca_umbraticola,Eudicots,Caryophyllales
KJAA,Mollugo_pentaphylla,Eudicots,Caryophyllales
LDEL,Portulaca_amilis,Eudicots,Caryophyllales
LKKX,Talinum_sp.,Eudicots,Caryophyllales
LLQV,Portulaca_cryptopetala,Eudicots,Caryophyllales
MRKX,Phytolacca_bogotensis,Eudicots,Caryophyllales
NXTS,Mollugo_verticillata,Eudicots,Caryophyllales
OHKC,Alternanthera_caracasana,Eudicots,Caryophyllales
OLES,Schiedea_membranacea,Eudicots,Caryophyllales
OMYK,Trianthema_portulacastrum,Eudicots,Caryophyllales
ONLQ,Atriplex_hortensis,Eudicots,Caryophyllales
PDQH,Aerva_lanata,Eudicots,Caryophyllales
RNBN,Mollugo_cerviana,Eudicots,Caryophyllales
RUUB,Physena_madagascariensis,Eudicots,Caryophyllales
RXEN,Polycarpaea_repens,Eudicots,Caryophyllales
SCAO,Mollugo_nudicaulis,Eudicots,Caryophyllales
SFKQ,Hilleria_latifolia,Eudicots,Caryophyllales
SHEZ,Dianthus_caryophyllus,Eudicots,Caryophyllales
SKNL,Saponaria_officinalis,Eudicots,Caryophyllales
SMMC,Chenopodium_quinoa,Eudicots,Caryophyllales
TJES,Spergularia_media,Eudicots,Caryophyllales
UQCB,Portulaca_molokiniensis,Eudicots,Caryophyllales
VJPU,Boerhavia_dominii,Eudicots,Caryophyllales
WGET,Kochia_scoparia,Eudicots,Caryophyllales
WMLW,Amaranthus_retroflexus,Eudicots,Caryophyllales
WOBD,Limonium_spectabile,Eudicots,Caryophyllales
WQUF,Nepenthes_alata,Eudicots,Caryophyllales
XSSD,Amaranthus_cruentus,Eudicots,Caryophyllales
YNFJ,Microtea_debilis,Eudicots,Caryophyllales
ZBPY,Alternanthera_brasiliana,Eudicots,Caryophyllales
ZBTA,Boerhavia_coccinea,Eudicots,Caryophyllales
AJFN,Myodocarpus_sp.,Core_eudicots/Asterids,Apiales
CWYJ,Heracleum_lanatum,Core_eudicots/Asterids,Apiales
EDBB,Polyscias_fruticosa,Core_eudicots/Asterids,Apiales
MVSE,Griselinia_littoralis,Core_eudicots/Asterids,Apiales
NTEO,Pittosporum_sahnianum,Core_eudicots/Asterids,Apiales
OINM,Hydrocotyle_umbellata,Core_eudicots/Asterids,Apiales
QIKZ,Griselinia_racemosa,Core_eudicots/Asterids,Apiales
SALZ,Pittosporum_resiniferum,Core_eudicots/Asterids,Apiales
SBZH,Pennantia_corymbosa,Core_eudicots/Asterids,Apiales
SUVN,Hedera_helix,Core_eudicots/Asterids,Apiales
TQKZ,Angelica_archangelica,Core_eudicots/Asterids,Apiales
WEQK,Centella_asiatica,Core_eudicots/Asterids,Apiales
ASMV,Ilex_vomitoria,Core_eudicots/Asterids,Aquifoliales
DFYF,Ilex_sp.,Core_eudicots/Asterids,Aquifoliales
QACK,Helwingia_japonica,Core_eudicots/Asterids,Aquifoliales
SXML,Ilex_paraguariensis,Core_eudicots/Asterids,Aquifoliales
AFQQ,Inula_helenium,Core_eudicots/Asterids,Asterales
AQZD,Flaveria_pringlei,Core_eudicots/Asterids,Asterales
AUIP,Phelline_lucida,Core_eudicots/Asterids,Asterales
BIDT,Flaveria_cronquistii,Core_eudicots/Asterids,Asterales
BMSE,Senecio_rowleyanus,Core_eudicots/Asterids,Asterales
CFRN,Carthamus_lanatus,Core_eudicots/Asterids,Asterales
DDRL,Tragopogon_dubius,Core_eudicots/Asterids,Asterales
DESP,Erigeron_canadensis,Core_eudicots/Asterids,Asterales
DOVJ,Leontopodium_alpinum,Core_eudicots/Asterids,Asterales
DUNJ,Helenium_autumnale,Core_eudicots/Asterids,Asterales
DUQG,Tanacetum_parthenium,Core_eudicots/Asterids,Asterales
EYKJ,Silybum_marianum,Core_eudicots/Asterids,Asterales
FUPX,Tragopogon_pratensis,Core_eudicots/Asterids,Asterales
FXGI,Stylidium_adnatum,Core_eudicots/Asterids,Asterales
GIOY,Corokia_cotoneaster,Core_eudicots/Asterids,Asterales
GUMF,Anthemis_tinctoria,Core_eudicots/Asterids,Asterales
HUQC,Scaevola_mossambicensis,Core_eudicots/Asterids,Asterales
HXCD,Flaveria_vaginata,Core_eudicots/Asterids,Asterales
IHPC,Platycodon_grandiflorus,Core_eudicots/Asterids,Asterales
IXVJ,Menyanthes_trifoliata,Core_eudicots/Asterids,Asterales
IZLO,Lobelia_siphilitica,Core_eudicots/Asterids,Asterales
JEPE,Flaveria_bidentis,Core_eudicots/Asterids,Asterales
JNKW,Cicerbita_plumieri,Core_eudicots/Asterids,Asterales
JYMN,Flaveria_brownii,Core_eudicots/Asterids,Asterales
KFZY,Tragopogon_castellanus,Core_eudicots/Asterids,Asterales
KGJF,Tragopogon_porrifolius,Core_eudicots/Asterids,Asterales
LYPZ,Flaveria_pubescens,Core_eudicots/Asterids,Asterales
MHYG,Conyza_canadensis,Core_eudicots/Asterids,Asterales
NVSO,Flaveria_palmeri,Core_eudicots/Asterids,Asterales
OAGK,Matricaria_matricarioides,Core_eudicots/Asterids,Asterales
QXWF,Flaveria_kochiana,Core_eudicots/Asterids,Asterales
RFSD,Lactuca_graminifolia,Core_eudicots/Asterids,Asterales
TEZA,Solidago_canadensis,Core_eudicots/Asterids,Asterales
TPEM,Platyspermation_crassifolium,Core_eudicots/Asterids,Asterales
UBLN,Xanthium_strumarium,Core_eudicots/Asterids,Asterales
UYED,Flaveria_sonorensis,Core_eudicots/Asterids,Asterales
XRCX,Aster_tataricus,Core_eudicots/Asterids,Asterales
YRBQ,Flaveria_angustifolia,Core_eudicots/Asterids,Asterales
