Query accesion	Subject Seq-id	Subject Scientific Name	Subject Taxonomy ID	Percentage of identical matches	Alignment length	Number of mismatches	Number of gap openings	Start of alignment in query	End of alignment in query	Start of alignment in subject	End of alignment in subject	Total number of gap	Expect value	Bit score
BLAST_AUTO_ID_1	gnl|onekp|YRHD_scaffold_2013099	Antirrhinum braun-blanquetii	102593	80.870	920	163	6	1	911	1	916	13	0.0	1542
BLAST_AUTO_ID_1	gnl|onekp|UCNM_scaffold_2059531	Ajuga reptans	38596	79.956	918	171	7	1	911	1	912	13	0.0	1542
BLAST_AUTO_ID_1	gnl|onekp|YSRZ_scaffold_2007031	Fouquieria macdougalii	98238	81.046	918	148	6	1	911	1	899	26	0.0	1541
BLAST_AUTO_ID_1	gnl|onekp|UMUL_scaffold_2014892	Paulownia fargesii	1799609	80.761	920	161	6	1	911	1	913	16	0.0	1540
BLAST_AUTO_ID_1	gnl|onekp|MZLD_scaffold_2025362	Ligustrum sinense	126438	80.853	914	161	4	1	911	1	903	14	0.0	1538
BLAST_AUTO_ID_1	gnl|onekp|DSUV_scaffold_2012189	Asclepias curassavica	52823	81.277	924	158	9	1	911	1	922	15	0.0	1538
BLAST_AUTO_ID_1	gnl|onekp|ALUC_scaffold_2014572	Ipomoea quamoclit	89660	81.093	915	160	6	1	911	1	906	13	0.0	1538
BLAST_AUTO_ID_1	gnl|onekp|SNNC_scaffold_2053703	Leonurus japonicus	4138	80.589	917	164	7	1	911	1	909	14	0.0	1537
BLAST_AUTO_ID_1	gnl|onekp|IHPC_scaffold_2076560	Platycodon grandiflorus	94286	80.217	920	166	8	1	911	1	913	16	0.0	1537
BLAST_AUTO_ID_1	gnl|onekp|TAGM_scaffold_2009259	Melissa officinalis	39338	80.501	918	170	4	1	911	1	916	9	0.0	1535
BLAST_AUTO_ID_1	gnl|onekp|PUCW_scaffold_2012641	Agastache rugosa	39271	79.565	920	168	6	1	911	1	909	20	0.0	1534
BLAST_AUTO_ID_1	gnl|onekp|YADI_scaffold_2014309	Asclepias syriaca	48545	80.798	927	161	9	1	911	1	926	17	0.0	1531
BLAST_AUTO_ID_1	gnl|onekp|HYZL_scaffold_2026255	Akania lucens	1799556	78.924	911	185	4	1	911	1	904	7	0.0	1531
BLAST_AUTO_ID_1	gnl|onekp|OWAS_scaffold_2006586	Rehmannia glutinosa	99300	79.847	918	173	5	1	911	1	913	12	0.0	1530
BLAST_AUTO_ID_1	gnl|onekp|BAHE_scaffold_2010882	Plectranthus scutellarioides	4142	80.392	918	170	5	1	911	1	915	10	0.0	1530
BLAST_AUTO_ID_1	gnl|onekp|ERWT_scaffold_2011700	Ipomoea coccinea	28523	80.698	917	163	6	1	911	1	909	14	0.0	1528
BLAST_AUTO_ID_1	gnl|onekp|GAKQ_scaffold_2080464	Schlegelia parasitica	1799629	80.937	918	163	6	1	911	1	913	12	0.0	1528
BLAST_AUTO_ID_1	gnl|onekp|JGYZ_scaffold_2008177	Holarrhena pubescens	69381	81.481	918	156	7	1	911	1	911	14	0.0	1527
BLAST_AUTO_ID_1	gnl|onekp|ZSSR_scaffold_2027663	Xanthocercis zambesiaca	53932	78.976	918	177	7	1	911	1	909	16	0.0	1527
BLAST_AUTO_ID_1	gnl|onekp|VXKB_scaffold_2004337	Ipomoea purpurea	4121	80.719	918	163	6	1	911	1	911	14	0.0	1524
BLAST_AUTO_ID_1	gnl|onekp|UFQC_scaffold_2057770	Apocynum androsaemifolium	61254	80.635	914	160	6	1	911	1	900	17	0.0	1523
BLAST_AUTO_ID_1	gnl|onekp|IZNU_scaffold_2011801	Ipomoea lobata	89650	80.022	916	168	5	1	911	1	906	15	0.0	1521
BLAST_AUTO_ID_1	gnl|onekp|SZPD_scaffold_2002234	Tetrastigma voinierianum	345143	79.085	918	177	6	1	911	1	910	15	0.0	1521
BLAST_AUTO_ID_1	gnl|onekp|PCGJ_scaffold_2017327	Anisacanthus quadrifidus	479633	80.525	914	170	6	1	911	1	909	8	0.0	1521
BLAST_AUTO_ID_1	gnl|onekp|OBTI_scaffold_2046968	Peganum harmala	43879	79.630	918	163	10	1	911	1	901	24	0.0	1521
BLAST_AUTO_ID_1	gnl|onekp|AYIY_scaffold_2006393	Ruellia brittoniana	440931	79.344	915	179	6	1	911	1	909	10	0.0	1519
BLAST_AUTO_ID_1	gnl|onekp|FYUH_scaffold_2025505	Lavandula angustifolia	39329	78.976	918	182	5	1	911	1	914	11	0.0	1519
BLAST_AUTO_ID_1	gnl|onekp|GDZS_scaffold_2016276	Byblis gigantea	45326	78.867	918	182	4	1	911	1	913	12	0.0	1519
BLAST_AUTO_ID_1	gnl|onekp|DTOA_scaffold_2095298	Maesa lanceolata	992730	79.479	921	167	7	1	911	1	909	22	0.0	1519
BLAST_AUTO_ID_1	gnl|onekp|BAHE_scaffold_2010881	Plectranthus scutellarioides	4142	80.283	918	167	6	1	911	1	911	14	0.0	1519
BLAST_AUTO_ID_1	gnl|onekp|VXKB_scaffold_2004338	Ipomoea purpurea	4121	80.456	921	163	7	1	911	1	914	17	0.0	1518
BLAST_AUTO_ID_1	gnl|onekp|OXYP_scaffold_2024831	Sideroxylon reclinatum	233751	78.804	920	170	6	1	911	1	904	25	0.0	1518
BLAST_AUTO_ID_1	gnl|onekp|UDUT_scaffold_2012601	Larrea tridentata	66636	79.022	920	163	8	1	911	1	899	30	0.0	1517
BLAST_AUTO_ID_1	gnl|onekp|MQIV_scaffold_2056549	Phyla dulcis	542674	79.672	915	177	4	1	911	1	910	9	0.0	1517
BLAST_AUTO_ID_1	gnl|onekp|EDXZ_scaffold_2092184	Schlegelia violacea	882113	79.847	918	173	5	1	911	1	913	12	0.0	1516
BLAST_AUTO_ID_1	gnl|onekp|EMBR_scaffold_2009258	Ipomoea pubescens	264533	80.610	918	161	7	1	911	1	908	17	0.0	1516
BLAST_AUTO_ID_1	gnl|onekp|WEAC_scaffold_2012219	Strobilanthes dyeriana	34267	79.299	913	176	5	1	911	1	902	13	0.0	1516
BLAST_AUTO_ID_1	gnl|onekp|EIGQ_scaffold_2002878	Heliotropium calcicola	1799583	79.045	921	172	7	1	911	1	910	21	0.0	1516
BLAST_AUTO_ID_1	gnl|onekp|BGZG_scaffold_2009292	Cissus quadrangularis	165298	79.235	915	175	7	2	911	1	905	15	0.0	1516
BLAST_AUTO_ID_1	gnl|onekp|CLNU_scaffold_2065313	N/A	23075	79.126	915	177	5	1	911	1	905	14	0.0	1514
BLAST_AUTO_ID_1	gnl|onekp|QSLH_scaffold_2000017	Ipomoea hederacea	43178	80.219	915	168	5	1	911	1	906	13	0.0	1514
BLAST_AUTO_ID_1	gnl|onekp|TOKV_scaffold_2059896	Aphanopetalum resinosum	131160	78.775	914	175	6	1	911	1	898	19	0.0	1513
BLAST_AUTO_ID_1	gnl|onekp|YUOM_scaffold_2012604	Toxicodendron radicans	43853	79.370	921	158	9	1	911	1	899	32	0.0	1513
BLAST_AUTO_ID_1	gnl|onekp|RGMN_scaffold_2001602	Heliotropium calcicola	1799583	79.039	916	173	6	6	911	1	907	19	0.0	1513
BLAST_AUTO_ID_1	gnl|onekp|JETM_scaffold_2018185	Bauhinia tomentosa	204518	78.214	918	186	4	1	911	1	911	14	0.0	1512
BLAST_AUTO_ID_1	gnl|onekp|HANM_scaffold_2072499	Pholisma arenarium	48517	78.665	914	179	5	1	911	1	901	16	0.0	1512
BLAST_AUTO_ID_1	gnl|onekp|VTLJ_scaffold_2071522	Caiophora chuquitensis	193467	78.758	918	177	6	1	911	1	907	18	0.0	1511
BLAST_AUTO_ID_1	gnl|onekp|FDMM_scaffold_2009027	Salvia rosmarinus	39367	80.200	899	164	6	17	911	1	889	14	0.0	1510
BLAST_AUTO_ID_1	gnl|onekp|NAUM_scaffold_2005849	Ipomoea lindheimeri	89649	80.283	918	164	7	1	911	1	908	17	0.0	1510
BLAST_AUTO_ID_1	gnl|onekp|NHAG_scaffold_2013196	Ipomoea nil	35883	80.109	915	168	5	1	911	1	905	14	0.0	1509
BLAST_AUTO_ID_1	gnl|onekp|KYAD_scaffold_2055094	Celtis occidentalis	228587	78.735	917	182	6	1	911	1	910	13	0.0	1508
BLAST_AUTO_ID_1	gnl|onekp|FUPX_scaffold_2067300	Tragopogon pratensis	41653	77.416	921	186	8	1	911	1	909	22	0.0	1508
BLAST_AUTO_ID_1	gnl|onekp|FCCA_scaffold_2060533	Boswellia sacra	173701	79.367	916	168	6	1	911	1	900	21	0.0	1507
BLAST_AUTO_ID_1	gnl|onekp|IYDF_scaffold_2016871	Thymus vulgaris	49992	77.826	920	191	6	1	911	1	916	13	0.0	1506
BLAST_AUTO_ID_1	gnl|onekp|GNRI_scaffold_2033729	Digitalis purpurea	4164	79.276	912	182	4	1	911	1	906	7	0.0	1506
BLAST_AUTO_ID_1	gnl|onekp|GETL_scaffold_2024132	N/A	21861	79.563	915	180	6	1	911	1	912	7	0.0	1506
BLAST_AUTO_ID_1	gnl|onekp|DDRL_scaffold_2072435	Tragopogon dubius	45322	77.199	921	188	8	1	911	1	909	22	0.0	1506
BLAST_AUTO_ID_1	gnl|onekp|UBLN_scaffold_2086123	Xanthium strumarium	318068	77.633	921	180	9	1	911	1	905	26	0.0	1505
BLAST_AUTO_ID_1	gnl|onekp|EDBB_scaffold_2019514	Polyscias fruticosa	50308	79.016	915	171	5	1	911	1	898	21	0.0	1505
BLAST_AUTO_ID_1	gnl|onekp|OQHZ_scaffold_2006646	Quillaja saponaria	32244	78.579	915	178	7	1	911	1	901	18	0.0	1504
BLAST_AUTO_ID_1	gnl|onekp|GCFE_scaffold_2057539	Verbena hastata	443381	79.126	915	184	5	1	911	1	912	7	0.0	1504
BLAST_AUTO_ID_1	gnl|onekp|CKKR_scaffold_2065451	Astilbe chinensis	268493	78.649	918	177	8	1	911	1	906	19	0.0	1504
BLAST_AUTO_ID_1	gnl|onekp|NUZN_scaffold_2012992	Cercidiphyllum japonicum	13413	79.295	908	165	9	9	911	1	890	23	0.0	1504
BLAST_AUTO_ID_1	gnl|onekp|AQGE_scaffold_2008654	Humulus lupulus	3486	79.498	917	169	9	1	911	1	904	19	0.0	1503
BLAST_AUTO_ID_1	gnl|onekp|IKFD_scaffold_2011988	Quassia amara	43725	78.564	919	166	8	1	911	1	896	31	0.0	1502
BLAST_AUTO_ID_1	gnl|onekp|EJBY_scaffold_2045117	Anticharis glandulosa	258768	80.044	912	170	4	1	911	1	901	12	0.0	1502
BLAST_AUTO_ID_1	gnl|onekp|SDXI_scaffold_2010013	Ipomoea purpurea	4121	79.956	918	161	7	1	911	1	902	23	0.0	1501
BLAST_AUTO_ID_1	gnl|onekp|OQBM_scaffold_2012596	Ipomoea indica	264526	79.847	918	164	7	1	911	1	904	21	0.0	1501
BLAST_AUTO_ID_1	gnl|onekp|VHZV_scaffold_2023176	Gleditsia sinensis	66096	78.884	914	171	9	1	911	1	895	22	0.0	1500
BLAST_AUTO_ID_1	gnl|onekp|KTAR_scaffold_2035559	Chionanthus retusus	126362	79.826	917	146	8	1	911	1	884	39	0.0	1500
BLAST_AUTO_ID_1	gnl|onekp|DCCI_scaffold_2084380	Calceolaria pinifolia	240974	77.996	918	184	7	1	911	1	907	18	0.0	1500
BLAST_AUTO_ID_1	gnl|onekp|GRFT_scaffold_2018932	N/A	26473	78.540	918	188	4	1	911	1	916	9	0.0	1499
BLAST_AUTO_ID_1	gnl|onekp|ZVFS_scaffold_2006807	Lindenbergia philippensis	86093	78.378	925	174	7	1	911	1	913	26	0.0	1498
BLAST_AUTO_ID_1	gnl|onekp|UTQR_scaffold_2012133	Handroanthus umbellatus	1799634	79.543	919	170	6	1	911	1	909	18	0.0	1498
BLAST_AUTO_ID_1	gnl|onekp|BOLZ_scaffold_2171747	Atropa belladonna	33113	95.905	757	30	1	155	911	1	756	1	0.0	1498
BLAST_AUTO_ID_1	gnl|onekp|TQKZ_scaffold_2002574	Angelica archangelica	40949	78.556	914	174	9	1	911	1	895	22	0.0	1496
BLAST_AUTO_ID_1	gnl|onekp|MMJI_scaffold_2090154	Lactuca graminifolia	883015	77.416	921	188	10	1	911	1	911	20	0.0	1496
BLAST_AUTO_ID_1	gnl|onekp|PAZJ_scaffold_2008589	Ricinus communis	3988	77.850	921	186	9	1	911	1	913	18	0.0	1496
BLAST_AUTO_ID_1	gnl|onekp|ZSAB_scaffold_2023886	Hoheria angustifolia	288271	78.275	916	170	9	1	911	1	892	29	0.0	1495
BLAST_AUTO_ID_1	gnl|onekp|SBZH_scaffold_2023495	Pennantia corymbosa	159371	79.039	916	168	7	1	911	1	897	24	0.0	1495
BLAST_AUTO_ID_1	gnl|onekp|XMVD_scaffold_2053155	Chelidonium majus	71251	76.823	919	196	7	1	911	1	910	17	0.0	1494
BLAST_AUTO_ID_1	gnl|onekp|EDHN_scaffold_2003678	Ficus religiosa	66387	78.190	917	189	8	1	911	1	912	11	0.0	1494
BLAST_AUTO_ID_1	gnl|onekp|VFFP_scaffold_2008606	Acer negundo	4023	77.476	919	184	7	1	911	1	904	23	0.0	1493
BLAST_AUTO_ID_1	gnl|onekp|QEBC_scaffold_2053741	Punica granatum	22663	77.693	919	193	6	1	911	1	915	12	0.0	1493
BLAST_AUTO_ID_1	gnl|onekp|KGJF_scaffold_2089860	Tragopogon porrifolius	13731	77.742	921	182	9	1	911	1	908	23	0.0	1493
BLAST_AUTO_ID_1	gnl|onekp|WSYE_scaffold_2000077	Erigeron canadensis	72917	76.873	921	192	9	1	911	1	910	21	0.0	1492
BLAST_AUTO_ID_1	gnl|onekp|NUSE_scaffold_2067507	Erigeron canadensis	72917	76.873	921	192	9	1	911	1	910	21	0.0	1492
BLAST_AUTO_ID_1	gnl|onekp|COAQ_scaffold_2056038	Malesherbia fasciculata	129086	76.797	918	195	7	1	911	1	907	18	0.0	1492
BLAST_AUTO_ID_1	gnl|onekp|WEQK_scaffold_2068843	Centella asiatica	48106	77.462	914	192	7	4	911	1	906	14	0.0	1492
BLAST_AUTO_ID_1	gnl|onekp|ZHEE_scaffold_2044751	Ziziphus jujuba	326968	78.393	921	172	10	1	911	1	904	27	0.0	1491
BLAST_AUTO_ID_1	gnl|onekp|JNKW_scaffold_2098239	Cicerbita plumieri	75955	77.356	923	185	10	1	911	1	911	24	0.0	1491
BLAST_AUTO_ID_1	gnl|onekp|SFZX_scaffold_2042624	Cannabis sativa	3483	78.346	919	175	8	1	911	1	903	24	0.0	1490
BLAST_AUTO_ID_1	gnl|onekp|PMRP_scaffold_2042737	Cannabis sativa	3483	78.346	919	175	8	1	911	1	903	24	0.0	1490
BLAST_AUTO_ID_1	gnl|onekp|PDIE_scaffold_2043036	Cannabis sativa	3483	78.346	919	175	8	1	911	1	903	24	0.0	1490
BLAST_AUTO_ID_1	gnl|onekp|DGNP_scaffold_2040314	Cannabis sativa	3483	78.346	919	175	8	1	911	1	903	24	0.0	1490
BLAST_AUTO_ID_1	gnl|onekp|OOVX_scaffold_2005859	Telesonix jamesii	46776	78.190	917	182	8	1	911	1	905	18	0.0	1489
BLAST_AUTO_ID_1	gnl|onekp|WHNV_scaffold_2009979	Clinopodium serpyllifolium subsp. fruticosum	306389	78.431	918	172	6	1	911	1	899	26	0.0	1488
BLAST_AUTO_ID_1	gnl|onekp|ZGDS_scaffold_2020467	Lactuca graminifolia	883015	77.307	921	187	11	1	911	1	909	22	0.0	1488
BLAST_AUTO_ID_1	gnl|onekp|MRKX_scaffold_2017338	Phytolacca bogotensis	1580004	77.451	918	188	7	1	911	1	906	19	0.0	1486
BLAST_AUTO_ID_1	gnl|onekp|KFZY_scaffold_2004276	Tragopogon castellanus	261642	77.633	921	181	10	1	911	1	906	25	0.0	1486
BLAST_AUTO_ID_1	gnl|onekp|WUZV_scaffold_2018775	Lindenbergia philippensis	86093	77.838	925	171	7	1	911	1	905	34	0.0	1486
BLAST_AUTO_ID_1	gnl|onekp|KPTE_scaffold_2068626	Bixa orellana	66672	78.284	921	181	5	1	911	1	912	19	0.0	1485
BLAST_AUTO_ID_1	gnl|onekp|RNBN_scaffold_2046036	Hypertelis cerviana	246224	76.807	927	194	8	1	911	1	922	21	0.0	1484
BLAST_AUTO_ID_1	gnl|onekp|YKFU_scaffold_2011338	Peltoboykinia watanabei	1799611	77.416	921	183	10	1	911	1	906	25	0.0	1484
BLAST_AUTO_ID_1	gnl|onekp|JZHZ_scaffold_2007197	Flaveria pubescens	35880	78.101	927	169	9	1	911	1	909	34	0.0	1483
BLAST_AUTO_ID_1	gnl|onekp|HXDV_scaffold_2050643	Flaveria pubescens	35880	78.101	927	169	9	1	911	1	909	34	0.0	1483
BLAST_AUTO_ID_1	gnl|onekp|DFYF_scaffold_2089222	N/A	4295	77.705	915	188	6	1	911	1	903	16	0.0	1483
BLAST_AUTO_ID_1	gnl|onekp|ROLB_scaffold_2083783	Oenothera elata	44456	76.196	920	200	6	1	911	1	910	19	0.0	1483
BLAST_AUTO_ID_1	gnl|onekp|OLXF_scaffold_2003619	Hibiscus cannabinus	229543	81.430	867	142	4	58	911	1	861	19	0.0	1483
BLAST_AUTO_ID_1	gnl|onekp|ECSL_scaffold_2003893	Oenothera filiformis	260694	76.681	922	188	7	1	911	1	906	27	0.0	1483
BLAST_AUTO_ID_1	gnl|onekp|WMUK_scaffold_2008175	N/A	1799627	76.605	919	190	8	1	911	1	902	25	0.0	1482
BLAST_AUTO_ID_1	gnl|onekp|XVJB_scaffold_2014656	Morus nigra	85232	78.299	917	179	9	1	911	1	903	20	0.0	1482
BLAST_AUTO_ID_1	gnl|onekp|MJHP_scaffold_2047104	Oenothera grandiflora	49455	76.304	920	199	7	1	911	1	910	19	0.0	1482
BLAST_AUTO_ID_1	gnl|onekp|GZUR_scaffold_2002826	Oenothera grandiflora	49455	76.087	920	201	6	1	911	1	910	19	0.0	1482
BLAST_AUTO_ID_1	gnl|onekp|FDBS_scaffold_2006306	Oenothera biennis	3942	76.304	920	199	7	1	911	1	910	19	0.0	1482
BLAST_AUTO_ID_1	gnl|onekp|EBPG_scaffold_2007180	Oenothera grandiflora	49455	76.304	920	199	7	1	911	1	910	19	0.0	1482
BLAST_AUTO_ID_1	gnl|onekp|DSVQ_scaffold_2006758	Oenothera biennis	3942	76.087	920	201	6	1	911	1	910	19	0.0	1482
BLAST_AUTO_ID_1	gnl|onekp|WHHY_scaffold_2022368	Boerhavia coccinea	122400	77.547	913	195	6	1	911	1	905	10	0.0	1481
BLAST_AUTO_ID_1	gnl|onekp|UHBY_scaffold_2126414	Oresitrophe rupifraga	159960	78.105	918	182	8	1	911	1	906	19	0.0	1481
BLAST_AUTO_ID_1	gnl|onekp|REZJ_scaffold_2003535	Oenothera grandiflora	49455	76.087	920	201	6	1	911	1	910	19	0.0	1481
BLAST_AUTO_ID_1	gnl|onekp|MBWM_scaffold_2091122	Boerhavia coccinea	122400	77.547	913	195	6	1	911	1	905	10	0.0	1481
BLAST_AUTO_ID_1	gnl|onekp|DWAP_scaffold_2003089	Oenothera biennis	3942	76.304	920	199	7	1	911	1	910	19	0.0	1481
BLAST_AUTO_ID_1	gnl|onekp|BNTL_scaffold_2087860	Souroubea exauriculata	164987	77.322	926	186	8	1	911	1	917	24	0.0	1481
BLAST_AUTO_ID_1	gnl|onekp|UQAZ_scaffold_2046250	Flaveria angustifolia	163088	77.454	927	175	9	1	911	1	909	34	0.0	1481
BLAST_AUTO_ID_1	gnl|onekp|EXHX_scaffold_2058935	Flaveria angustifolia	163088	77.454	927	175	9	1	911	1	909	34	0.0	1481
BLAST_AUTO_ID_1	gnl|onekp|HOOU_scaffold_2052372	Oenothera grandiflora	49455	75.978	920	202	6	1	911	1	910	19	0.0	1481
BLAST_AUTO_ID_1	gnl|onekp|AZBL_scaffold_2009302	Petiveria alliacea	46142	76.566	926	188	10	1	911	1	912	29	0.0	1481
BLAST_AUTO_ID_1	gnl|onekp|JMJV_scaffold_2003251	Oenothera gaura	260689	76.681	922	188	7	1	911	1	906	27	0.0	1480
BLAST_AUTO_ID_1	gnl|onekp|GJNX_scaffold_2012475	Cypselea humifusa	323182	80.774	853	158	3	63	911	1	851	6	0.0	1480
BLAST_AUTO_ID_1	gnl|onekp|GJNX_scaffold_2012474	Cypselea humifusa	323182	80.891	853	157	3	63	911	1	851	6	0.0	1479
BLAST_AUTO_ID_1	gnl|onekp|TGOP_scaffold_2002036	Oenothera gaura	260689	76.573	922	189	7	1	911	1	906	27	0.0	1479
BLAST_AUTO_ID_1	gnl|onekp|SXML_scaffold_2018940	Ilex paraguariensis	185542	77.158	915	183	8	1	911	1	893	26	0.0	1479
BLAST_AUTO_ID_1	gnl|onekp|HZTS_scaffold_2003506	Sesuvium portulacastrum	221166	76.277	940	191	10	1	911	1	937	32	0.0	1479
BLAST_AUTO_ID_1	gnl|onekp|AUGV_scaffold_2055025	Capnoides sempervirens	3464	77.193	912	195	8	1	911	1	900	13	0.0	1479
BLAST_AUTO_ID_1	gnl|onekp|JYOB_scaffold_2007917	Oenothera filiformis	260694	76.573	922	189	7	1	911	1	906	27	0.0	1479
BLAST_AUTO_ID_1	gnl|onekp|DSWR_scaffold_2015666	Flaveria cronquistii	29717	77.657	922	174	10	1	911	1	901	32	0.0	1479
BLAST_AUTO_ID_1	gnl|onekp|NQWS_scaffold_2011074	Oenothera filiformis	260694	76.573	922	189	7	1	911	1	906	27	0.0	1478
BLAST_AUTO_ID_1	gnl|onekp|XSNO_scaffold_2055805	Oenothera rosea	238298	76.573	922	189	8	1	911	1	906	27	0.0	1477
BLAST_AUTO_ID_1	gnl|onekp|IZLO_scaffold_2013005	Lobelia siphilitica	330173	77.223	922	178	10	1	911	1	901	32	0.0	1477
BLAST_AUTO_ID_1	gnl|onekp|GCYL_scaffold_2006536	Portulaca suffruticosa	1658738	77.838	916	186	11	1	911	1	904	17	0.0	1477
BLAST_AUTO_ID_1	gnl|onekp|KFAL_scaffold_2047968	Oenothera rosea	238298	76.464	922	190	8	1	911	1	906	27	0.0	1477
BLAST_AUTO_ID_1	gnl|onekp|ZNZC_scaffold_2057311	Flaveria bidentis	4224	77.766	922	181	9	1	911	1	909	24	0.0	1476
BLAST_AUTO_ID_1	gnl|onekp|UYED_scaffold_2062043	Flaveria sonorensis	343904	77.597	924	176	9	1	911	1	906	31	0.0	1476
BLAST_AUTO_ID_1	gnl|onekp|CPLT_scaffold_2008036	Portulaca grandiflora	3583	77.571	914	191	8	1	911	1	903	14	0.0	1476
BLAST_AUTO_ID_1	gnl|onekp|RKLL_scaffold_2010935	Copaifera officinalis	327148	77.049	915	184	8	1	911	1	893	26	0.0	1476
BLAST_AUTO_ID_1	gnl|onekp|NVSO_scaffold_2059677	Flaveria palmeri	35879	77.440	922	186	8	1	911	1	911	22	0.0	1476
BLAST_AUTO_ID_1	gnl|onekp|ZJDK_scaffold_2006384	Sesuvium verrucosum	115629	75.822	943	192	9	1	911	1	939	36	0.0	1476
BLAST_AUTO_ID_1	gnl|onekp|WQRD_scaffold_2015167	Galium boreale	35896	77.656	913	185	7	1	911	1	896	19	0.0	1476
BLAST_AUTO_ID_1	gnl|onekp|VKOE_scaffold_2004137	Ouret lanata	292353	77.560	918	192	9	1	911	1	911	14	0.0	1476
BLAST_AUTO_ID_1	gnl|onekp|OAGK_scaffold_2061766	Matricaria matricarioides	56017	76.739	920	191	8	1	911	1	906	23	0.0	1476
BLAST_AUTO_ID_1	gnl|onekp|IWIS_scaffold_2048123	Portulaca pilosa	766930	77.838	916	186	11	1	911	1	904	17	0.0	1476
BLAST_AUTO_ID_1	gnl|onekp|EZZT_scaffold_2011030	Passiflora edulis	78168	76.688	918	197	8	2	911	1	909	17	0.0	1476
BLAST_AUTO_ID_1	gnl|onekp|RLCS_scaffold_2054429	Flaveria trinervia	4227	77.874	922	180	9	1	911	1	909	24	0.0	1475
BLAST_AUTO_ID_1	gnl|onekp|LKKX_scaffold_2010065	N/A	107600	81.623	838	147	4	76	911	76	908	7	0.0	1475
BLAST_AUTO_ID_1	gnl|onekp|HXCD_scaffold_2002724	Flaveria vaginata	243343	77.155	928	177	9	1	911	1	910	35	0.0	1475
